old_tag,new_tag,action,notes,parent_broader_category
Wentworth Falls Progress Association,Wentworth Falls Progress Association,hierarchy,parent=progress committees,
Wentworth Falls Reserve,Wentworth Falls Reserve,hierarchy,parent=reserves,
Wentworth Falls Reserves,Wentworth Falls Reserves,hierarchy,parent=reserves,
Wentworth Falls Reserves,Wentworth Falls Reserve,synonym,Plural variant - standardised to singular,
Wesleyan Chapel (building),Wesleyan Chapel (building),hierarchy,parent=Wesleyan churches (buildings),
Wesleyan Church,Wesleyan Church (organisation),synonym,Unqualified variant from original Zotero tags,
Wesleyan Church (building),Wesleyan Church (building),hierarchy,parent=Wesleyan churches (buildings),
Wesleyan Church (organisation),Wesleyan Church (organisation),hierarchy,parent=Wesleyan churches (organisations),
Wesleyan Church Katoomba (building),Wesleyan Church Katoomba (building),hierarchy,parent=Wesleyan churches (buildings),
Wesleyan Church Katoomba (organisation),Wesleyan Church Katoomba (organisation),hierarchy,parent=Wesleyan churches (organisations),
Wesleyan churches (buildings),Wesleyan churches (buildings),hierarchy,parent=churches (buildings),
Wesleyan churches (organisations),Wesleyan churches (organisations),hierarchy,parent=churches (organisations),
Western Rifle Association,Western Rifle Association,hierarchy,parent=rifle clubs,
Whiskey,whisky,merge,Variant spelling - standardise to whisky,
Whiskey,whisky,synonym,Alternative spelling of whisky (both spellings valid),
whisky,whisky,hierarchy,parent=spirits,
wholesale liquor business,wholesale liquor business,hierarchy,parent=liquor trade,
widows,widows,hierarchy,parent=demographic groups,
widows,widows,hierarchy,parent=family members by demographic - THEMATIC,
widows,widows,hierarchy,parent=Gender-related vulnerabilities - THEMATIC,
widows,widows,hierarchy,parent=victims of crime & violence - THEMATIC,
widows,widows,hierarchy,parent=Vulnerable populations - THEMATIC,
Widows,widows,synonym,Capitalized variant from original Zotero tags,
wild animals,wild animals,hierarchy,parent=animals,
wild horse culling,wild horse culling,hierarchy,parent=animal control,
wild horses,wild horses,hierarchy,parent=wild animals,
wine,wine,hierarchy,parent=alcoholic beverages,
wine sales,wine sales,hierarchy,parent=liquor trade,
women,women,hierarchy,parent=demographic groups,
women,women,hierarchy,parent=family members by demographic - THEMATIC,
women,women,hierarchy,parent=women as demographic group - THEMATIC,
women & gender,women & gender,hierarchy,parent=(thematic grouping),
women as demographic group,women as demographic group,hierarchy,parent=women & gender - THEMATIC,
women's sports,women's sports,hierarchy,parent=sport & recreation - THEMATIC,
Workforce,Workforce,hierarchy,parent=Economy & Labour - THEMATIC,
World War I,World War I,hierarchy,parent=historical events,
World War I,World War I,hierarchy,parent=military events - THEMATIC,
World War I,World War I,hierarchy,parent=Military events - THEMATIC,
Yarrangobilly Caves,Yarrangobilly Caves,hierarchy,parent=caves & geological features,
youth sports,youth sports,hierarchy,parent=sport & recreation - THEMATIC,
Zig Zag,Zig Zag,hierarchy,parent=railway infrastructure,
