uuid,identifier,createdBy,createdAtGMT,modifiedBy,modifiedAtGMT,FeatureID,FeatureType,FeatureAuthor,FeatureTimestamp,OverviewPhotos,Latitude,Longitude,Northing,Easting,Accuracy,Description,PhotoOfSketch,Comments,Interpretation,Material,AsociatedMaterialNotes,DetailPhotos,IDsOfPicturesFromExternalCamera,ExternalPhotoNotes,geospatialcolumn,Artefact Functional type,Tags,RevisedFeatureType,x-ref,Notes
1000021618374457446,5010 {Hearth},Penny Crook,2021-04-14 04:27:46.733 GMT,Penny Crook,2021-04-14 04:27:46 GMT,5010,Hearth,Penny Crook,2021-04-14 14:27:37+10:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/5010_Hearth__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/5010_Hearth__2.jpg''}}",-33.742641,150.262897,-33.742641,150.262897,2.7,"U shaped hearth 2.4 x 1.4 m (max preserved), standing at least 5 courses high (2.75 m). internal measurements: 86 x 94 cm. No visible platform.",,,,Glass,misc Olive green and light green Glass,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/DetailPhotos/5010_Hearth__1.jpg''}}",728,730,POINT(150.262897 -33.742641),,Hut | Artefact,Hearth | Artefact,,
1000011618374541330,6008 {Hearth},Faims Admin,2021-04-14 04:29:09.382 GMT,Faims Admin,2021-04-14 04:29:09 GMT,6008,Hearth,Faims Admin,2021-04-14 14:29:01+10:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/6008_Hearth__1.jpg''}}",-33.742781,150.262846,-33.742781,150.262846,2.7,"Roughly rectilinear stone mound. No obvious association with earth platform. No obvious artefact associations. Close to feature 6007, which is 3m to west. Possible hearth. ",,,,Stone,,,"Greenwood camera 0068, 0069, 0070",,POINT(150.262846 -33.742781),,Hut,Hearth,6007 | 6008,"Very close, likely associated, much like 6004 | 6005"
1000021618377995136,7000 {Isolated_find},Penny Crook,2021-04-14 05:26:45.323 GMT,Penny Crook,2021-04-14 05:26:45 GMT,7000,Isolated find,Penny Crook,2021-04-14 15:26:35+10:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/7000_Isolated_find__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/7000_Isolated_find__2.jpg''}}",-33.74278116,150.2623284,-33.74278116,150.2623284,16.172247,Small cast iron wheel? ,,,,Other,Brick,,,,POINT(150.262328 -33.742781),Mechanical,Artefact | Industrial,Artefact,,
1000061618445162035,6010 {Hearth},Susan Lupack,2021-04-15 00:07:14.542 GMT,Susan Lupack,2021-04-15 00:07:14 GMT,6010,Hearth,Susan Lupack,2021-04-15 10:06:01+10:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/6010_Hearth__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/6010_Hearth__2.jpg''}}",-33.739821,150.25926,-33.739821,150.25926,2.7,Random rubble construction with at least two courses preserved facing southwest. Stonework clearly evident on eastern and northern sides. Western side obscured. Probable Platform somewhat visible but obscured by slope. ,,,,Other,Brick,,731-733,,POINT(150.25926 -33.739821),Building material,Hut | Artefact,Hearth | Platform,,
1000061618446967355,6011 {Artefact_scatter},Susan Lupack,2021-04-15 00:36:42.048 GMT,Susan Lupack,2021-04-15 00:36:42 GMT,6011,Artefact scatter,Susan Lupack,2021-04-15 10:36:07+10:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/6011_Artefact_scatter__1.jpg''}}",-33.73985,150.259225,-33.73985,150.259225,2.7,"Artefact scatter exposed on a roughly level spot/pit? (possible cesspit ) roughly six meters down slope east of the hearth 6010.
5 ceramic blue banded ware, 3 frags small manganese perfume/pharmacy bottle. ",,,,,,,738,,POINT(150.259225 -33.73985),Bottle | Food service,Pit | Artefact | Pharmaceutical | Food | Waste | Women,Artefact | Depression,,
1000061618449183545,6012 {Hearth},Susan Lupack,2021-04-15 01:13:13.530 GMT,Susan Lupack,2021-04-15 01:13:13 GMT,6012,Hearth,Susan Lupack,2021-04-15 11:13:03+10:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/6012_Hearth__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/6012_Hearth__2.jpg''}, ''3'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/6012_Hearth__3.jpg''}, ''4'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/6012_Hearth__4.jpg''}}",-33.743806,150.257453,-33.743806,150.257453,2.4,Southeast facing hearth constructed of local sandstone cobbles mostly blocky shape . I ternal wall well defined and squared. Situated on the crest of the hill. Three stand g vertical stones at rear of interior. Scatter about 3.5 m behind hearth. ,,,,Ceramic - Glass,"14 glass, 1 decorative squared raised base and two other pieces. 4 ceramic, two blue banded ware, one yellow rim piece with raised circle",,739-745,,POINT(150.257453 -33.743806),Food service,Hut | Artefact | Food,Hearth | Platform | Artefact,6012 | 6017,"Platform appears visible in photos, not mentioned in description. Likely associated with stone feature 6017."
1000081618449854554,5011 {Hearth},Samuel Leask,2021-04-15 01:24:51.676 GMT,Samuel Leask,2021-04-15 01:24:51 GMT,5011,Hearth,Samuel Leask,2021-04-15 11:24:14+10:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/5011_Hearth__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/5011_Hearth__2.jpg''}, ''3'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/5011_Hearth__3.jpg''}}",-33.744002,150.256082,-33.744002,150.256082,2.1,remnant rubble stone hearth - facing south to southwest,,,,,,,"5236
25240",Fiona's camera ,POINT(150.256082 -33.744002),,Hut,Hearth,,
1000081618450761117,5012 {Hearth},Samuel Leask,2021-04-15 01:39:26.224 GMT,Samuel Leask,2021-04-15 01:39:26 GMT,5012,Hearth,Samuel Leask,2021-04-15 11:39:20+10:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/5012_Hearth__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/5012_Hearth__2.jpg''}, ''3'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/5012_Hearth__3.jpg''}, ''4'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/5012_Hearth__4.jpg''}}",-33.744057,150.256068,-33.744057,150.256068,1.8,"remnant rectilinear feature, probable hearth. internal dimensions 90x60 cm, exterior inconclusive. at least 2 courses high, remnant mud mortar evident between courses. dense infill, likely from mud mortar. platform under heavy vegetation, indistinct.",,,,,,,"5241
5245",Fiona's camera ,POINT(150.256068 -33.744057),,Hut,Hearth | Platform,,
1000081618451755731,5013 {Artefact_scatter},Samuel Leask,2021-04-15 01:55:58.104 GMT,Samuel Leask,2021-04-15 01:55:58 GMT,5013,Artefact scatter,Samuel Leask,2021-04-15 11:55:55+10:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/5013_Artefact_scatter__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/5013_Artefact_scatter__2.jpg''}, ''3'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/5013_Artefact_scatter__3.jpg''}}",-33.743658,150.256044,-33.743658,150.256044,1.8,,could be wash from unid features upslope. ,,,,,,"5247
5249",Fiona's camera ,POINT(150.256044 -33.743658),,Artefact,Artefact,,
1000091618455645734,6013 {Masonry},Tamara Rudd,2021-04-15 03:01:02.475 GMT,Tamara Rudd,2021-04-15 03:01:02 GMT,6013,Masonry,Tamara Rudd,2021-04-15 13:00:45+10:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/6013_Masonry__1.jpg''}}",-33.743807,150.257446,-33.743807,150.257446,2.1,"Semi circle of rubble stones, not built but a few stones are upright. With stone spill off to the south. Facing south east. ",,,,,,,"746, 747",,POINT(150.257446 -33.743807),,Work,Masonry,,"Too small to be a structure's hearth; indeterminate use, maybe a fire pit?"
1000081618456094866,5014 {Hearth},Samuel Leask,2021-04-15 03:08:19.071 GMT,Samuel Leask,2021-04-15 03:08:19 GMT,5014,Hearth,Samuel Leask,2021-04-15 13:08:14+10:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/5014_Hearth__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/5014_Hearth__2.jpg''}}",-33.743733,150.256019,-33.743733,150.256019,1.8,"area in front of hearth is level in parts, but no distinct platform edges. u-shaped formation of rubble stone facing south. interior dimensions 90x60, external dimensions unclear but probably 90x146. ",possible hearth.,,,,,,"5250
5255",,POINT(150.256019 -33.743733),,Hut,Hearth | Platform,,
1000091618456457617,6014 {Masonry},Tamara Rudd,2021-04-15 03:14:36.715 GMT,Tamara Rudd,2021-04-15 03:14:36 GMT,6014,"Masonry,Masonry feature Possibly a hearth",Tamara Rudd,2021-04-15 13:14:17+10:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/6014_Masonry__1.jpg''}}",-33.743807,150.257446,-33.743807,150.257446,2.1,"Not well preserved, made of rubble stone with indistinct borders. A few of the stones are split, evidence of bioturbation from a tree and ant hill. Facing south east ",,,,Glass,5 pieces of glass. 1 x green and 1x clear bottle  with the number ''1000'' on the base. 1 x clear piece with ''NI'' or ''IN'' on the bottom. ,,"748, 749, 750, 755",,POINT(150.257446 -33.743807),Bottle,Work | Artefact,Masonry | Artefact,6012 | 6014 | 6017,Much like 6013 - too small(?) for a structure's hearth. Duplicate record: 6014 | 6017.
1000081618456708199,5015 {Hearth},Samuel Leask,2021-04-15 03:18:34.735 GMT,Samuel Leask,2021-04-15 03:18:34 GMT,5015,"Hearth,hearth and possible platform",Samuel Leask,2021-04-15 13:18:27+10:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/5015_Hearth__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/5015_Hearth__2.jpg''}}",-33.744543,150.256943,-33.744543,150.256943,2.1,"rectilinear feature with internal dimensions 120x65 with line of stone on southern side. cluster of flat-faced stones 70x40 in front of hearth. floor or hearth stone?
line of stone on western side, possible platform edge. 
3.2mx2.1m platform dimensions. occasional stone may define the eastern side. 
single shard of burnt aerated waters glass and one other glass shard.",hearth and probable platform. ,,,,,,"5256
5259",Fiona's camera ,POINT(150.256943 -33.744543),,Hut,Hearth | Platform,,
1000091618458233150,6015 {Metal_Feature},Tamara Rudd,2021-04-15 03:43:56.044 GMT,Tamara Rudd,2021-04-15 03:43:56 GMT,6015,Metal Feature,Tamara Rudd,2021-04-15 13:43:52+10:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/6015_Metal_Feature__1.jpg''}}",-33.743807,150.257446,-33.743807,150.257446,2.1,"Long, rectangular metal object, thin metal sheet, rusted. Curved/ rolled at one end.",,,,Glass - Metal,Green glass sherd. Thin sheet of metal maybe was a part of the larger metal feature. ,,"756, 757, 758, 759",,POINT(150.257446 -33.743807),Mechanical,Artefact | Industrial,Artefact,,
1000081618459073921,5016 {Masonry},Samuel Leask,2021-04-15 03:58:00.960 GMT,Samuel Leask,2021-04-15 03:58:00 GMT,5016,Masonry,Samuel Leask,2021-04-15 13:57:53+10:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/5016_Masonry__1.jpg''}}",-33.744559,150.256779,-33.744559,150.256779,2.4,"Accumulation of stone rubble with no clear edges or orientation but likely a hearth and platform may have extended to the south, and now probably washed away ",probable hearth.,,,,,,"5260
5261",fiona''s camera ,POINT(150.256779 -33.744559),,Hut,Hearth | Platform,,
1000081618459756348,5017 {Artefact_scatter},Samuel Leask,2021-04-15 04:09:20.642 GMT,Samuel Leask,2021-04-15 04:09:20 GMT,5017,Artefact scatter,Samuel Leask,2021-04-15 14:09:16+10:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/5017_Artefact_scatter__1.jpg''}}",-33.744456,150.256568,-33.744456,150.256568,2.1,white earthenware and glass.,,,,,,,"5262
5263",fiona''s camera ,POINT(150.256568 -33.744456),,Artefact,Artefact,,
1000081618459956502,5018 {Hearth},Samuel Leask,2021-04-15 04:12:40.021 GMT,Samuel Leask,2021-04-15 04:12:40 GMT,5018,Hearth,Samuel Leask,2021-04-15 14:12:36+10:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/5018_Hearth__1.jpg''}}",-33.744292,150.256593,-33.744292,150.256593,2.1,"facing north. single course. exterior dimensions 1.1x1.4m, interior dimensions 0.95x0.8m",possible platform but no clear edges.,,,Ceramic - Glass,"scatter of artefacts roughly 10x5m to the south of the hearth. includes olive green square-case bottle, miscellaneous green, amber, and light green bottle glass, small frag of manganese, and ceramic earthenware, red banded limeware and misc white ware",,"5264, 25274",fiona''s camera,POINT(150.256593 -33.744292),Bottle | Food service,Hut | Food,Hearth | Platform,,
1000091618461284551,6016 {Artefact_scatter},Tamara Rudd,2021-04-15 04:34:46.914 GMT,Tamara Rudd,2021-04-15 04:34:46 GMT,6016,Artefact scatter,Tamara Rudd,2021-04-15 14:34:44+10:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/6016_Artefact_scatter__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/6016_Artefact_scatter__2.jpg''}, ''3'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/6016_Artefact_scatter__3.jpg''}}",-33.743807,150.257446,-33.743807,150.257446,2.1,"26 glass fragments. Fragments from substantially complete cylindrical Schweppes bottle. One glass base of a bottle states ''S185''? Green champagne lid and other manganese bottle fragments. Small fragment, light blue that says ''HA''. Additional light green bottle with ''G. W'' In diamond.
40 pieces of ceramic fragments. Blue banded line wears (plate, bowl). Green aesthetic wear, misc white wear. Fine porcelain teacup fragment and?? Also the base of Penny ink well/jar ",,,,,,,"761, 762",,POINT(150.257446 -33.743807),Bottle | Food service | Writing,Artefact | Food | Alcohol | Literacy,Artefact,,
1000091618462495518,6017 {Other},Tamara Rudd,2021-04-15 04:54:57.506 GMT,Tamara Rudd,2021-04-15 04:54:57 GMT,6017,"Other,Mound, possible tailings heap. ",Tamara Rudd,2021-04-15 14:54:55+10:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/6017_Other__1.jpg''}}",-33.743807,150.257446,-33.743807,150.257446,2.1,"Mound made up of rocks, Shale, conglomerate. Roughly circular in shape. The ",,,,,,,763,,POINT(150.257446 -33.743807),Bottle,Work | Artefact,Masonry | Artefact,6012 | 6014 | 6017,Much like 6013 - too small(?) for a structure's hearth. Duplicate record: 6014 | 6017.
1000091618462548303,5019,Tamara Rudd,2021-04-15 04:55:58.149 GMT,Tamara Rudd,2021-04-15 04:55:58 GMT,5019,,Tamara Rudd,2021-04-15 14:55:48+10:00,,,,,,,,,,,,,,,,,,,,,
1000081618462618727,5020 {Hearth},Samuel Leask,2021-04-15 04:57:10.319 GMT,Samuel Leask,2021-04-15 04:57:10 GMT,5020,Hearth,Samuel Leask,2021-04-15 14:56:58+10:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/5020_Hearth__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/5020_Hearth__2.jpg''}}",-33.744659,150.257516,-33.744659,150.257516,2.1,"Rectilinear stone arrange ment standing 3 courses high, facing northeast. spoil heap or mound to the west. External dimensions 1x1.35m, internal dimensions 1.1x0.6m. height 0.35m",indistinguishable platform disturbed by trackwork.,,,Other,brick,,"5275, 5278",fiona''s camera ,POINT(150.257516 -33.744659),,,,,
1000081618463824581,5021 {Other},Samuel Leask,2021-04-15 05:17:11.494 GMT,Samuel Leask,2021-04-15 05:17:11 GMT,5021,Other,Samuel Leask,2021-04-15 15:17:04+10:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/5021_Other__1.jpg''}}",-33.741105,150.257355,-33.741105,150.257355,2.1,brick paving (mixed bricks),hole-filling,,,,,,"5279, 5280",fiona''s camera,POINT(150.257355 -33.741105),Building material,Artefact | Building material,Artefact,,"In road, not sure it's paving vs. being crushed by traffic"
1000091618478055906,6018,Tamara Rudd,2021-04-15 09:14:18.198 GMT,Tamara Rudd,2021-04-15 09:14:18 GMT,6018,,Tamara Rudd,2021-04-15 19:14:15+10:00,,,,,,,,,,,,,,,,,,,,,
1000011663376395221,7000 {Artefact_scatter},Penny Crook,2022-09-17 00:59:58.804 GMT,Penny Crook,2022-09-17 01:34:29 GMT,7000,Artefact scatter,Penny Crook,2022-09-17 10:59:55+10:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/7000_Artefact_scatter__1.jpg''}}",-33.7358749,150.2694485,6263589.58,246919.9591,3.6,5m radius artefact scatter with 50 cm concentration in centre.,Small artefact scatter ,,,Ceramic - Glass,"Mid to late 19th century ceramics and glass. Includes at least one blue banded plate and undecorated bone china plate. black, cobalt blue and light green glass. one frag from panelled bottle marked ''BATH...''. Also: oil/vinegar/sauce, castor oil and ribbed black glass (likely spirits) bottle fragments. ","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/DetailPhotos/7000_Artefact_scatter__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/DetailPhotos/7000_Artefact_scatter__2.jpg''}, ''3'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/DetailPhotos/7000_Artefact_scatter__3.jpg''}}",8896 to 8899,MQ Canon EOS 60,POINT(246919.958909 6263589.579909),Bottle | Food service,Artefact | Food | Pharmaceutical,Artefact,,
1000091663379534958,7001 {Hearth},Benjamin Dickson,2022-09-17 01:52:35.872 GMT,Benjamin Dickson,2022-09-17 02:03:33 GMT,7001,"Hearth,and platform",Benjamin Dickson,2022-09-17 11:52:14+10:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/7001_Hearth__1a.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/7001_Hearth__2a.jpg''}}",-33.73574667,150.2693,6263603.44,246905.8218,1.5,"West facing hearth, constructed of sandstone includes unmodified stones, rectilinear slabs ranging in size from 0.1m to 0.2m in comparison to the slab which is roughly 0.5m to 0.6m. 5m south west upslope from hearth is a small scatter of mid to late 19th century earthenware, light green and cobalt blue glass.",Small artefact scatter,,,Stone | glass | ceramic,,,8900 to 8903,,POINT(246905.82164 6263603.439307),,Hut | Artefact,Hearth | Platform | Artefact,,
1000011663380917630,8000 {Hearth},Penny Crook,2022-09-17 02:15:20.189 GMT,Penny Crook,2022-09-17 02:42:27 GMT,8000,Hearth,Penny Crook,2022-09-17 12:15:17+10:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/8000_Hearth__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/8000_Hearth__2.jpg''}}",-33.735975,150.2693483,6263578.231,246910.9719,1.7,"West facing hearth with ephemeral platform. Hearth constructed of unmodified sandstone rubble. Pieces typically less than .3 of a meter. In situ stone on southern and eastern sides. Artefacts visible  on surface within the hearth. Platform cut in on southern side, built up on northern side. Approximate length of platform is 3.5m with an approximate width of 2.8m. Moderate excavation potential particularly within the hearth.",,,,Glass,gin case bottle fragment in situe within hearth deposit,,3376 to 3384,fionas camera,POINT(246910.971789 6263578.230747),,Hut | Artefact | Alcohol,Hearth | Platform | Artefact,,
1000091663381464023,7002 {Hearth},Benjamin Dickson,2022-09-17 02:24:46.157 GMT,Benjamin Dickson,2022-09-17 02:32:06 GMT,7002,"Hearth,and platform",Benjamin Dickson,2022-09-17 12:24:23+10:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/7002_Hearth__1.jpg''}}",-33.73579833,150.2691417,6263597.32,246891.3003,1.4,"West facing hearth. only one stone in situ on the south east, at least 2 rectilinear stones the remainder is rubble. sandstone stones. south Eastern side of platform possibly intact, hard to distinguish. ",,,,Stone,,,8904,,POINT(246891.300141 6263597.319614),,Hut,Hearth | Platform,,
1000091663382769570,7003 {Hearth},Benjamin Dickson,2022-09-17 02:46:58.135 GMT,Benjamin Dickson,2022-09-17 03:41:28 GMT,7003,"Hearth,and platform ",Benjamin Dickson,2022-09-17 12:46:09+10:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/7003_Hearth__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/7003_Hearth__2a.jpg''}, ''3'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/7003_Hearth__3a.jpg''}}",-33.73580667,150.26903,6263596.121,246880.9762,1.5,"West facing hearth with angular stone with smaller angular stone, possible hearth stone (?). Line of stone on western side, fall down slope to the north east. difficult to articulate. platform likely preserved on upper side. 3 loose stones 5m to the west of hearth: may be remnant platform edging. ",,,,Glass - Stone,Two frags of milk glass possibly from bottle or ?lamp chimney. ,,8905 to 8907 and 8908 to 8910,,POINT(246880.976081 6263596.121102),,Hut | Artefact,Hearth | Platform | Artefact,,
1000011663385962200,8001 {Hearth},Penny Crook,2022-09-17 03:39:47.824 GMT,Penny Crook,2022-09-17 03:47:06 GMT,8001,Hearth,Penny Crook,2022-09-17 13:39:22+10:00,,-33.735925,150.2693883,6263583.875,246914.532,1.7,West facing hearth constructed of assorted sandstone. Fine grain to course conglomerate sandstone. Indistinct platform extends at least 2 metres east to west. Piece of window glass. ,,,,Glass - Stone,,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/DetailPhotos/8001_Hearth__1.jpg''}}",3385 to 3389,,POINT(246914.531809 6263583.87505),Building material,Hut | Artefact | Building material,Hearth | Platform | Artefact,,
1000111663386190349,7004 {Hearth},Jessika Odenthal,2022-09-17 03:49:37.652 GMT,Jessika Odenthal,2022-09-17 03:55:42 GMT,7004,Hearth,Jessika Odenthal,2022-09-17 13:43:10+10:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/7004_Hearth__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/7004_Hearth__2.jpg''}}",-33.73588833,150.269325,6263587.787,246908.5549,1.6,Remnant hearth of rubble sandstone facing west highly disturbed surviving at least .75m wide and at least .48m long. Possible platform clearing to the west. Possibly semicircular formation.,,,,Stone (Several flat edged stone surrounding ),,,8911-8912,,POINT(246908.55475 6263587.786715),,Hut,Hearth | Platform,,
1000011663386535163,8002 {Hearth},Penny Crook,2022-09-17 03:54:19.721 GMT,Penny Crook,2022-09-17 04:00:15 GMT,8002,Hearth,Penny Crook,2022-09-17 13:48:55+10:00,,-33.73590167,150.269195,6263585.989,246896.5465,1.7,"Hearth and platform. West facing hearth constructed of largely tabular sandstone. Average size, half a metre slab. Heavily overgrown, partially exposed. Platform extends at least 3 metres to the west. Cut in up to 0.4m on southern side, built in on northern side. ",,,,Stone,Low moderate excavation potential.,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/DetailPhotos/8002_Hearth__1.jpg''}}",3391 to 3394,,POINT(246896.546379 6263585.988601),,Hut,Hearth | Platform,,
1000011663387311972,8003 {Platform},Penny Crook,2022-09-17 04:02:11.760 GMT,Penny Crook,2022-09-17 04:06:10 GMT,8003,Platform,Penny Crook,2022-09-17 14:01:51+10:00,,-33.736,150.2692117,6263575.122,246898.38,1.8,"East West aligned platform, cut in up to half a metre on southern side, built up on northern side. Possible hearth feature evidenced by several sandstone slabs most of which appear to not be in situ. ",,,,Stone,Low moderate excavation potential ,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/DetailPhotos/8003_Platform__1.jpg''}}",3395 to 3397,,POINT(246898.37989 6263575.122177),,Hut,Hearth | Platform,,
1000011663387642305,8004 {Hearth},Penny Crook,2022-09-17 04:09:15.413 GMT,Penny Crook,2022-09-17 04:14:59 GMT,8004,Hearth,Penny Crook (cameron),2022-09-17 14:07:22+10:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/8004_Hearth__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/8004_Hearth__2.jpg''}}",-33.73604,150.26911,6263570.436,246889.0758,1.7,"West facing hearth constructed of unmodified sandstone slabs. Appears to have some pieces in situe on eastern and southern sides. Sandstone pieces vary in size up to .7 of a meter. indistinct platform obscured by vegetation and leaf litter. platform cut in on southern side, built up on northern side. the hearth appears to have collapsed toward the northern side.",,,,Stone,,,3398 to 3403,,POINT(246889.075643 6263570.435688),,Hut,Hearth | Platform,,
1000111663387761031,7005 {Hearth},Jessika Odenthal,2022-09-17 04:11:33.155 GMT,Jessika Odenthal,2022-09-17 04:23:19 GMT,7005,Hearth,Jessika Odenthal,2022-09-17 14:09:20+10:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/7005_Hearth__1.jpg''}}",-33.735845,150.2689433,6263591.656,246873.0572,1.6,Westfacing hearth of rubble sandstone heavily disturbed. Maximum current width 1.2m. No discernible platform.,,,,"Glass (Base of a moulded black glass bottle, post 1820)",,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/DetailPhotos/7005_Hearth__1.jpg''}}",8913-8914,,POINT(246873.057024 6263591.656297),Bottle,Hut | Artefact,Hearth | Artefact,7005 | 7006,"Close proximity, likely associated."
1000011663388187364,8005 {Round},Penny Crook,2022-09-17 04:16:31.188 GMT,Penny Crook,2022-09-17 04:54:11 GMT,8005,Round,Penny Crook,2022-09-17 14:16:27+10:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/8005_Round__1.jpg''}}",-33.73663,150.2673317,6263500.624,246726.0066,1.6,3.4 mound of unmodified sandstone at least 1m high. Max extent 3.76m long.,,,,Glass,green bottles glass ,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/DetailPhotos/8005_Round__1.jpg''}}",,,POINT(246726.006478 6263500.624071),Bottle,Work | Artefact,Mound | Artefact,,
